Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(N)
"","12.8800","4.2656","1.9771"
"","12.9000","4.2722","1.9980"
"","12.9200","4.2786","2.0303"
"","12.9400","4.2851","1.9938"
"","12.9600","4.2919","1.9621"
"","12.9800","4.2982","2.0006"
"","13.0000","4.3049","2.0530"
"","13.0200","4.3120","2.0113"
"","13.0400","4.3190","1.9593"
"","13.0600","4.3259","2.0028"
"","13.0800","4.3322","2.0415"
"","13.1000","4.3385","2.0072"
"","13.1200","4.3455","1.9484"
"","13.1400","4.3524","1.9494"
"","13.1600","4.3596","2.0243"
"","13.1800","4.3665","2.0247"
"","13.2000","4.3732","1.9721"
"","13.2200","4.3798","1.9433"
"","13.2400","4.3857","1.9698"
"","13.2600","4.3918","2.0198"
"","13.2800","4.3989","2.0000"
"","13.3000","4.4058","1.9297"
"","13.3200","4.4127","1.9257"
"","13.3400","4.4194","1.9666"
"","13.3600","4.4258","1.9911"
"","13.3800","4.4326","1.9684"
"","13.4000","4.4390","1.9205"
"","13.4200","4.4453","1.9583"
"","13.4400","4.4523","2.0043"
"","13.4600","4.4592","1.9848"
"","13.4800","4.4662","1.9468"
"","13.5000","4.4727","1.9496"
"","13.5200","4.4790","1.9769"
"","13.5400","4.4856","1.9638"
"","13.5600","4.4923","1.9308"
"","13.5800","4.4988","1.9447"
"","13.6000","4.5057","1.9564"
"","13.6200","4.5124","1.9322"
"","13.6400","4.5191","1.9231"
"","13.6600","4.5261","1.9480"
"","13.6800","4.5327","1.9505"
"","13.7000","4.5397","1.9298"
"","13.7200","4.5465","1.9267"
"","13.7400","4.5527","1.9347"
"","13.7600","4.5593","1.9317"
"","13.7800","4.5658","1.9313"
"","13.8000","4.5725","1.9399"
"","13.8200","4.5798","1.9502"
"","13.8400","4.5863","1.9180"
"","13.8600","4.5925","1.8982"
"","13.8800","4.5987","1.9278"
"","13.9000","4.6048","1.9257"
"","13.9200","4.6117","1.8898"
"","13.9400","4.6187","1.8940"
"","13.9600","4.6254","1.9603"
"","13.9800","4.6325","1.9483"
"","14.0000","4.6392","1.8605"
"","14.0200","4.6455","1.8549"
"","14.0400","4.6519","1.9356"
"","14.0600","4.6582","1.9678"
"","14.0800","4.6655","1.8882"
"","14.1000","4.6729","1.8220"
"","14.1200","4.6795","1.8911"
"","14.1400","4.6862","1.9409"
"","14.1600","4.6926","1.8757"
"","14.1800","4.6992","1.8303"
"","14.2000","4.7060","1.8621"
"","14.2200","4.7122","1.9054"
"","14.2400","4.7189","1.8982"
"","14.2600","4.7259","1.8523"
"","14.2800","4.7323","1.8507"
"","14.3000","4.7389","1.8764"
"","14.3200","4.7455","1.8741"
"","14.3400","4.7524","1.8513"
"","14.3600","4.7595","1.8488"
"","14.3800","4.7656","1.8408"
"","14.4000","4.7719","1.8347"
"","14.4200","4.7787","1.8418"
"","14.4400","4.7855","1.8485"
"","14.4600","4.7927","1.8560"
"","14.4800","4.7995","1.8412"
"","14.5000","4.8060","1.8274"
"","14.5200","4.8126","1.8312"
"","14.5400","4.8188","1.8355"
"","14.5600","4.8250","1.8386"
"","14.5800","4.8322","1.8280"
"","14.6000","4.8392","1.8330"
"","14.6200","4.8464","1.8581"
"","14.6400","4.8530","1.8360"
"","14.6600","4.8594","1.7800"
"","14.6800","4.8661","1.7700"
"","14.7000","4.8727","1.8313"
"","14.7200","4.8794","1.8654"
"","14.7400","4.8862","1.8093"
"","14.7600","4.8927","1.7326"
"","14.7800","4.8996","1.7736"
"","14.8000","4.9062","1.8658"
"","14.8200","4.9124","1.8276"
"","14.8400","4.9190","1.7126"
"","14.8600","4.9256","1.7137"
"","14.8800","4.9320","1.8397"
"","14.9000","4.9390","1.8768"
